1	0	2519
2	2519	10175
3	12694	3321
4	16015	2750
5	18765	6141
6	24906	2300
7	27206	2596
8	29802	2216
9	32018	3724
10	35742	3191
11	38933	3408
12	42341	5287
13	47628	4374
14	52002	3779
15	55781	2276
16	58057	1359
17	59416	2980
18	62396	197
19	62593	5118
20	67711	1840
21	69551	1503
22	71054	3218
23	74272	2855
24	77127	3135
25	80262	5491
26	85753	535
27	86288	7503
28	93791	4593
29	98384	1789
30	100173	1953
31	102126	13275
32	115401	4170
33	119571	7112
34	126683	3386
35	130069	3960
36	134029	5068
37	139097	6417
38	145514	5356
39	150870	2578
40	153448	4703
41	158151	4448
42	162599	5223
43	167822	15499
44	183321	4150
45	187471	7273
46	194744	4364
47	199108	3755
48	202863	12550
49	215413	8000
50	223413	5540
51	228953	9713
52	238666	5102
53	243768	6612
54	250380	5527
55	255907	7368
56	263275	2997
57	266272	4057
58	270329	2264
59	272593	1217
60	273810	4985
61	278795	6888
62	285683	11559
63	297242	3858
64	301100	3339
65	304439	5765
66	310204	11391
67	321595	897
68	322492	1537
69	324029	4465
70	328494	732
71	329226	5868
72	335094	922
73	336016	2476
74	338492	2611
75	341103	1630
76	342733	4771
77	347504	1703
78	349207	2116
79	351323	3758
80	355081	3970
81	359051	2934
82	361985	3250
83	365235	2322
84	367557	5921
85	373478	4282
86	377760	6061
87	383821	2498
88	386319	3420
89	389739	2998
90	392737	2271
91	395008	10068
4109	405076	4289
93	409365	2192
94	411557	6145
95	417702	15381
96	433083	4169
97	437252	8564
98	445816	7855
99	453671	1940
100	455611	9979
101	465590	2701
102	468291	733
103	469024	5958
104	474982	3334
105	478316	8951
106	487267	4023
107	491290	2049
108	493339	3430
109	496769	7596
110	504365	2640
111	507005	2737
112	509742	9668
113	519410	19345
114	538755	3116
115	541871	2753
116	544624	5376
117	550000	2261
118	552261	4267
119	556528	6596
120	563124	970
121	564094	4889
122	568983	8288
123	577271	5355
124	582626	6686
125	589312	930
126	590242	3795
127	594037	2959
128	596996	3594
129	600590	2550
130	603140	3710
131	606850	4696
132	611546	9640
133	621186	9647
134	630833	11539
135	642372	2163
136	644535	4806
137	649341	3028
138	652369	1658
139	654027	5796
140	659823	2041
141	661864	1933
142	663797	8402
143	672199	8805
144	681004	2768
145	683772	4503
146	688275	3158
147	691433	1954
148	693387	10659
149	704046	6292
150	710338	4893
151	715231	5316
152	720547	1330
153	721877	1866
154	723743	3615
4365	727358	531
156	727889	3714
157	731603	2543
158	734146	7698
159	741844	7015
160	748859	6498
161	755357	8812
162	764169	3163
163	767332	2823
164	770155	1856
165	772011	7073
166	779084	3424
167	782508	2663
168	785171	1175
169	786346	11649
170	797995	10853
171	808848	9914
172	818762	6949
173	825711	8949
174	834660	2305
175	836965	532
176	837497	2787
177	840284	635
178	840919	6385
179	847304	4312
180	851616	2334
181	853950	9205
182	863155	6533
183	869688	1574
184	871262	7426
185	878688	2745
186	881433	7696
187	889129	4487
188	893616	2952
189	896568	6322
190	902890	9266
191	912156	2986
192	915142	4398
193	919540	3910
194	923450	1728
195	925178	6530
196	931708	5487
197	937195	5246
198	942441	8042
199	950483	1850
200	952333	2832
201	955165	2963
202	958128	3015
203	961143	2445
204	963588	2476
205	966064	2545
206	968609	861
207	969470	1603
208	971073	5837
209	976910	2585
210	979495	1295
211	980790	2052
212	982842	1587
213	984429	2905
214	987334	5810
215	993144	1202
216	994346	2829
217	997175	1851
218	999026	1244
219	1000270	1128
220	1001398	1785
221	1003183	5999
4086	1009182	3278
223	1012460	3447
224	1015907	1602
225	1017509	620
226	1018129	2711
227	1020840	906
228	1021746	5768
229	1027514	5218
230	1032732	1620
231	1034352	771
232	1035123	800
233	1035923	2492
234	1038415	5807
235	1044222	3746
236	1047968	3722
237	1051690	3680
4084	1055370	2395
4083	1057765	2776
4082	1060541	22373
241	1082914	4061
4076	1086975	2783
4081	1089758	6094
4080	1095852	2422
245	1098274	3845
246	1102119	3764
4079	1105883	4812
4073	1110695	2730
4078	1113425	7757
4074	1121182	4889
4077	1126071	4740
252	1130811	636
253	1131447	5827
254	1137274	692
255	1137966	2812
256	1140778	2875
257	1143653	1100
258	1144753	1283
259	1146036	7588
260	1153624	1492
261	1155116	2304
262	1157420	2104
263	1159524	1465
264	1160989	991
265	1161980	1710
266	1163690	2630
267	1166320	1917
268	1168237	17048
269	1185285	1554
270	1186839	4855
271	1191694	2116
272	1193810	2827
273	1196637	6287
274	1202924	541
275	1203465	4041
276	1207506	2049
277	1209555	1220
278	1210775	4666
279	1215441	861
280	1216302	2125
281	1218427	1903
282	1220330	4190
283	1224520	4703
284	1229223	9245
285	1238468	4138
286	1242606	2714
287	1245320	852
288	1246172	817
289	1246989	916
290	1247905	1060
291	1248965	791
292	1249756	3046
293	1252802	6329
294	1259131	1060
295	1260191	2550
296	1262741	1447
297	1264188	2758
4072	1266946	3738
299	1270684	2711
300	1273395	442
301	1273837	6365
302	1280202	3593
303	1283795	6870
304	1290665	10192
305	1300857	2188
306	1303045	3685
307	1306730	2346
308	1309076	3718
309	1312794	2957
310	1315751	3784
311	1319535	1632
312	1321167	10149
313	1331316	2154
314	1333470	4997
315	1338467	2430
316	1340897	1524
317	1342421	7968
318	1350389	6805
319	1357194	4463
320	1361657	9628
321	1371285	6423
322	1377708	5748
323	1383456	2888
324	1386344	5693
325	1392037	10461
326	1402498	4326
327	1406824	6176
328	1413000	4650
329	1417650	2287
330	1419937	3442
331	1423379	8917
332	1432296	1818
333	1434114	5753
334	1439867	4060
335	1443927	4065
336	1447992	2623
337	1450615	379
338	1450994	1868
339	1452862	7415
340	1460277	4461
341	1464738	2441
342	1467179	1755
343	1468934	3099
344	1472033	3538
345	1475571	2804
346	1478375	5251
347	1483626	1188
348	1484814	1174
349	1485988	3126
350	1489114	7633
351	1496747	7666
352	1504413	1201
353	1505614	6048
354	1511662	1704
355	1513366	2341
356	1515707	4850
357	1520557	1735
358	1522292	3369
359	1525661	1939
360	1527600	1183
361	1528783	2653
362	1531436	682
363	1532118	2812
364	1534930	5222
4364	1540152	463
366	1540615	1668
367	1542283	2846
368	1545129	4174
369	1549303	1263
370	1550566	1123
371	1551689	1630
372	1553319	1194
373	1554513	1674
374	1556187	836
375	1557023	877
376	1557900	3839
377	1561739	842
378	1562581	3126
379	1565707	7857
380	1573564	2559
381	1576123	1518
382	1577641	3173
383	1580814	1170
384	1581984	2711
385	1584695	2363
386	1587058	1358
387	1588416	1041
4070	1589457	8951
389	1598408	3084
390	1601492	1476
391	1602968	8365
392	1611333	1475
393	1612808	2068
394	1614876	968
395	1615844	1678
396	1617522	1637
397	1619159	926
4069	1620085	3383
399	1623468	9658
400	1633126	3971
401	1637097	3344
402	1640441	3695
403	1644136	6361
404	1650497	1492
405	1651989	2689
406	1654678	2098
407	1656776	3113
408	1659889	1607
409	1661496	8519
410	1670015	3508
411	1673523	3395
412	1676918	1370
413	1678288	7920
414	1686208	8204
415	1694412	8641
416	1703053	5690
417	1708743	7423
418	1716166	7086
419	1723252	5495
420	1728747	1799
421	1730546	6428
422	1736974	9040
423	1746014	3868
424	1749882	4597
425	1754479	2731
426	1757210	2401
427	1759611	3865
428	1763476	4813
429	1768289	4266
430	1772555	3251
431	1775806	7056
432	1782862	8579
433	1791441	8492
434	1799933	2800
435	1802733	649
436	1803382	4193
437	1807575	8139
