1	0	2519
2	2519	10175
3	12694	3321
4	16015	2750
5	18765	6141
6	24906	2300
7	27206	2596
8	29802	2216
9	32018	3724
10	35742	3191
11	38933	3408
12	42341	5287
13	47628	4374
14	52002	3779
15	55781	2276
16	58057	1359
17	59416	2980
18	62396	197
19	62593	5118
20	67711	1840
21	69551	1503
22	71054	3218
23	74272	2855
24	77127	3135
25	80262	5491
26	85753	535
27	86288	7503
28	93791	4593
29	98384	1789
30	100173	1953
31	102126	13275
32	115401	4170
33	119571	7112
34	126683	3386
35	130069	3960
36	134029	5068
37	139097	6417
38	145514	5356
39	150870	2578
40	153448	4703
41	158151	4448
42	162599	5223
43	167822	15499
44	183321	4150
45	187471	7273
46	194744	4364
47	199108	3755
48	202863	12550
49	215413	8000
50	223413	5540
51	228953	9713
52	238666	5102
53	243768	6612
54	250380	5527
55	255907	7368
56	263275	2997
57	266272	4057
58	270329	2264
59	272593	1217
60	273810	4985
61	278795	6888
62	285683	11559
63	297242	3858
64	301100	3339
65	304439	5765
66	310204	11391
67	321595	897
68	322492	1537
69	324029	4465
70	328494	732
71	329226	5868
72	335094	922
73	336016	2476
74	338492	2611
75	341103	1630
76	342733	4771
77	347504	1703
78	349207	2116
79	351323	3758
80	355081	3970
81	359051	2934
82	361985	3250
83	365235	2322
84	367557	5921
85	373478	4282
86	377760	6061
87	383821	2498
88	386319	3420
89	389739	2998
90	392737	2271
91	395008	10068
92	405076	3118
93	408194	2192
94	410386	6145
95	416531	15381
96	431912	4169
97	436081	8564
98	444645	7855
99	452500	1940
100	454440	9979
101	464419	2701
102	467120	733
103	467853	5958
104	473811	3334
105	477145	8951
106	486096	4023
107	490119	2049
108	492168	3430
109	495598	7596
110	503194	2640
111	505834	2737
112	508571	9668
113	518239	19345
114	537584	3116
115	540700	2753
116	543453	5376
117	548829	2261
118	551090	4267
119	555357	6596
120	561953	970
121	562923	4889
122	567812	8288
123	576100	5355
124	581455	6686
125	588141	930
126	589071	3795
127	592866	2959
128	595825	3594
129	599419	2550
130	601969	3710
131	605679	4696
132	610375	9640
133	620015	9647
134	629662	11539
135	641201	2163
136	643364	4806
137	648170	3028
138	651198	1658
139	652856	5796
140	658652	2041
141	660693	1933
142	662626	8402
143	671028	8805
144	679833	2768
145	682601	4503
146	687104	3158
147	690262	1954
148	692216	10659
149	702875	6292
150	709167	4893
151	714060	5316
152	719376	1330
153	720706	1866
154	722572	3615
155	726187	206
156	726393	3714
157	730107	2543
158	732650	7698
159	740348	7015
160	747363	6498
161	753861	8812
162	762673	3163
163	765836	2823
164	768659	1856
165	770515	7073
166	777588	3424
167	781012	2663
168	783675	1175
169	784850	11649
170	796499	10853
171	807352	9914
172	817266	6949
173	824215	8949
174	833164	2305
175	835469	532
176	836001	2787
177	838788	635
178	839423	6385
179	845808	4312
180	850120	2334
181	852454	9205
182	861659	6533
183	868192	1574
184	869766	7426
185	877192	2745
186	879937	7696
187	887633	4487
188	892120	2952
189	895072	6322
190	901394	9266
191	910660	2986
192	913646	4398
193	918044	3910
194	921954	1728
195	923682	6530
196	930212	5487
197	935699	5246
198	940945	8042
199	948987	1850
200	950837	2832
201	953669	2963
202	956632	3015
203	959647	2445
204	962092	2476
205	964568	2545
206	967113	861
207	967974	1603
208	969577	5837
209	975414	2585
210	977999	1295
211	979294	2052
212	981346	1587
213	982933	2905
214	985838	5810
215	991648	1202
216	992850	2829
217	995679	1851
218	997530	1244
219	998774	1128
220	999902	1785
221	1001687	5999
222	1007686	1809
223	1009495	3447
224	1012942	1602
225	1014544	620
226	1015164	2711
227	1017875	906
228	1018781	5768
229	1024549	5218
230	1029767	1620
231	1031387	771
232	1032158	800
233	1032958	2492
234	1035450	5807
235	1041257	3746
236	1045003	3722
237	1048725	3680
238	1052405	3775
239	1056180	3829
240	1060009	3857
241	1063866	4061
242	1067927	3878
243	1071805	3803
244	1075608	3827
245	1079435	3845
246	1083280	3764
247	1087044	3803
248	1090847	3821
249	1094668	3817
250	1098485	3864
251	1102349	3703
252	1106052	636
253	1106688	5827
254	1112515	692
255	1113207	2812
256	1116019	2875
257	1118894	1100
258	1119994	1283
259	1121277	7588
260	1128865	1492
261	1130357	2304
262	1132661	2104
263	1134765	1465
264	1136230	991
265	1137221	1710
266	1138931	2630
267	1141561	1917
268	1143478	17048
269	1160526	1554
270	1162080	4855
271	1166935	2116
272	1169051	2827
273	1171878	6287
274	1178165	541
275	1178706	4041
276	1182747	2049
277	1184796	1220
278	1186016	4666
279	1190682	861
280	1191543	2125
281	1193668	1903
282	1195571	4190
283	1199761	4703
284	1204464	9245
285	1213709	4138
286	1217847	2714
287	1220561	852
288	1221413	817
289	1222230	916
290	1223146	1060
291	1224206	791
292	1224997	3046
293	1228043	6329
294	1234372	1060
295	1235432	2550
296	1237982	1447
297	1239429	2758
298	1242187	1233
299	1243420	2711
300	1246131	442
301	1246573	6365
302	1252938	3593
303	1256531	6870
304	1263401	10192
305	1273593	2188
306	1275781	3685
307	1279466	2346
308	1281812	3718
309	1285530	2957
310	1288487	3784
311	1292271	1632
312	1293903	10149
313	1304052	2154
314	1306206	4997
315	1311203	2430
316	1313633	1524
317	1315157	7968
318	1323125	6805
319	1329930	4463
320	1334393	9628
321	1344021	6423
322	1350444	5748
323	1356192	2888
324	1359080	5693
325	1364773	10461
326	1375234	4326
327	1379560	6176
328	1385736	4650
329	1390386	2287
330	1392673	3442
331	1396115	8917
332	1405032	1818
333	1406850	5753
334	1412603	4060
335	1416663	4065
336	1420728	2623
337	1423351	379
338	1423730	1868
339	1425598	7415
340	1433013	4461
341	1437474	2441
342	1439915	1755
343	1441670	3099
344	1444769	3538
345	1448307	2804
346	1451111	5251
347	1456362	1188
348	1457550	1174
349	1458724	3126
350	1461850	7633
351	1469483	7666
352	1477149	1201
353	1478350	6048
354	1484398	1704
355	1486102	2341
356	1488443	4850
357	1493293	1735
358	1495028	3369
359	1498397	1939
360	1500336	1183
361	1501519	2653
362	1504172	682
363	1504854	2812
364	1507666	5222
365	1512888	198
366	1513086	1668
367	1514754	2846
368	1517600	4174
369	1521774	1263
370	1523037	1123
371	1524160	1630
372	1525790	1194
373	1526984	1674
374	1528658	836
375	1529494	877
376	1530371	3839
377	1534210	842
378	1535052	3126
379	1538178	7857
380	1546035	2559
381	1548594	1518
382	1550112	3173
383	1553285	1170
384	1554455	2711
385	1557166	2363
386	1559529	1358
387	1560887	1041
388	1561928	3684
389	1565612	3084
390	1568696	1476
391	1570172	8365
392	1578537	1475
393	1580012	2068
394	1582080	968
395	1583048	1678
396	1584726	1637
397	1586363	926
398	1587289	2439
399	1589728	9658
400	1599386	3971
401	1603357	3344
402	1606701	3695
403	1610396	6361
404	1616757	1492
405	1618249	2689
406	1620938	2098
407	1623036	3113
408	1626149	1607
409	1627756	8519
410	1636275	3508
411	1639783	3395
412	1643178	1370
413	1644548	7920
414	1652468	8204
415	1660672	8641
416	1669313	5690
417	1675003	7423
418	1682426	7086
419	1689512	5495
420	1695007	1799
421	1696806	6428
422	1703234	9040
423	1712274	3868
424	1716142	4597
425	1720739	2731
426	1723470	2401
427	1725871	3865
428	1729736	4813
429	1734549	4266
430	1738815	3251
431	1742066	7056
432	1749122	8579
433	1757701	8492
434	1766193	2800
435	1768993	649
436	1769642	4193
437	1773835	8139
438	1781974	8340
439	1790314	5411
440	1795725	2416
